År;Region;Alder;Utflytting;Innflytting;Nettoflytting
2018;3803 Tønsberg;25 år;149;148;-1
2018;3803 Tønsberg;26 år;154;179;25
2018;3803 Tønsberg;27 år;141;133;-8
2018;3803 Tønsberg;28 år;133;156;23
2018;3803 Tønsberg;29 år;121;140;19
2018;3803 Tønsberg;30 år;93;109;16
2018;3803 Tønsberg;31 år;69;102;33
2018;3803 Tønsberg;32 år;66;103;37
2018;3803 Tønsberg;33 år;73;74;1
2018;3803 Tønsberg;34 år;55;69;14
2018;3803 Tønsberg;35 år;60;58;-2
2018;3803 Tønsberg;36 år;54;55;1
2018;3803 Tønsberg;37 år;55;60;5
2018;3803 Tønsberg;38 år;44;48;4
2018;3803 Tønsberg;39 år;32;49;17
2018;3803 Tønsberg;40 år;31;43;12
2018;3803 Tønsberg;41 år;33;51;18
2018;3803 Tønsberg;42 år;34;36;2
2018;3803 Tønsberg;43 år;19;44;25
2018;3803 Tønsberg;44 år;40;43;3
2018;3803 Tønsberg;45 år;31;30;-1
2018;3803 Tønsberg;46 år;25;30;5
2018;3803 Tønsberg;47 år;36;40;4
2018;3803 Tønsberg;48 år;27;25;-2
2018;3803 Tønsberg;49 år;24;36;12
2018;3803 Tønsberg;50 år;28;47;19
2018;3803 Tønsberg;51 år;22;36;14
2018;3803 Tønsberg;52 år;26;46;20
2018;3803 Tønsberg;53 år;25;32;7
2018;3803 Tønsberg;54 år;23;32;9
2018;3803 Tønsberg;55 år;21;26;5
2018;3803 Tønsberg;56 år;20;28;8
2018;3803 Tønsberg;57 år;29;30;1
2018;3803 Tønsberg;58 år;16;23;7
2018;3803 Tønsberg;59 år;20;16;-4
2018;3803 Tønsberg;60 år;19;30;11
2018;3803 Tønsberg;61 år;14;14;0
2018;3803 Tønsberg;62 år;13;23;10
2018;3803 Tønsberg;63 år;18;16;-2
2018;3803 Tønsberg;64 år;16;21;5
2018;3803 Tønsberg;65 år;10;15;5
2018;3803 Tønsberg;66 år;9;28;19
2018;3803 Tønsberg;67 år;12;21;9
2018;3803 Tønsberg;68 år;16;11;-5
2018;3803 Tønsberg;69 år;11;13;2
2018;3803 Tønsberg;70 år;11;4;-7
2018;3804 Sandefjord;0 år;25;28;3
2018;3804 Sandefjord;1 år;35;56;21
2018;3804 Sandefjord;2 år;31;51;20
2018;3804 Sandefjord;3 år;30;46;16
2018;3804 Sandefjord;4 år;29;42;13
2018;3804 Sandefjord;5 år;22;39;17
2018;3804 Sandefjord;6 år;25;35;10
2018;3804 Sandefjord;7 år;22;32;10
2018;3804 Sandefjord;8 år;17;25;8
2018;3804 Sandefjord;9 år;16;26;10
2018;3804 Sandefjord;10 år;14;27;13
2018;3804 Sandefjord;11 år;11;20;9
2018;3804 Sandefjord;12 år;24;25;1
2018;3804 Sandefjord;13 år;15;32;17
2018;3804 Sandefjord;14 år;17;28;11
2018;3804 Sandefjord;15 år;15;18;3
2018;3804 Sandefjord;16 år;22;37;15
2018;3804 Sandefjord;17 år;29;21;-8
2018;3804 Sandefjord;18 år;42;74;32
2018;3804 Sandefjord;19 år;96;115;19
2018;3804 Sandefjord;20 år;139;125;-14
2018;3804 Sandefjord;21 år;126;123;-3
2018;3804 Sandefjord;22 år;129;123;-6
2018;3804 Sandefjord;23 år;117;120;3
2018;3804 Sandefjord;24 år;117;135;18
2018;3804 Sandefjord;25 år;112;127;15
2018;3804 Sandefjord;26 år;107;117;10
2018;3804 Sandefjord;27 år;120;122;2
2018;3804 Sandefjord;28 år;82;116;34
2018;3804 Sandefjord;29 år;81;95;14
2018;3804 Sandefjord;30 år;70;104;34
2018;3804 Sandefjord;31 år;63;75;12
2018;3804 Sandefjord;32 år;58;72;14
2018;3804 Sandefjord;33 år;50;57;7
2018;3804 Sandefjord;34 år;43;62;19
2018;3804 Sandefjord;35 år;43;56;13
2018;3804 Sandefjord;36 år;42;67;25
2018;3804 Sandefjord;37 år;35;58;23
2018;3804 Sandefjord;38 år;33;44;11
2018;3804 Sandefjord;39 år;32;40;8
2018;3804 Sandefjord;40 år;30;50;20
2018;3804 Sandefjord;41 år;39;48;9
2018;3804 Sandefjord;42 år;35;41;6
2018;3804 Sandefjord;43 år;23;30;7
2018;3804 Sandefjord;44 år;30;46;16
2018;3804 Sandefjord;45 år;26;23;-3
2018;3804 Sandefjord;46 år;36;44;8
2018;3804 Sandefjord;47 år;25;33;8
2018;3804 Sandefjord;48 år;23;32;9
2018;3804 Sandefjord;49 år;35;26;-9
2018;3804 Sandefjord;50 år;27;22;-5
2018;3804 Sandefjord;51 år;26;26;0
2018;3804 Sandefjord;52 år;30;20;-10
2018;3804 Sandefjord;53 år;24;27;3
2018;3804 Sandefjord;54 år;17;29;12
2018;3804 Sandefjord;55 år;26;32;6
2018;3804 Sandefjord;56 år;16;23;7
2018;3804 Sandefjord;57 år;23;23;0
2018;3804 Sandefjord;58 år;17;21;4
2018;3804 Sandefjord;59 år;18;17;-1
2018;3804 Sandefjord;60 år;19;19;0
2018;3804 Sandefjord;61 år;14;18;4
2018;3804 Sandefjord;62 år;14;12;-2
2018;3804 Sandefjord;63 år;16;15;-1
2018;3804 Sandefjord;64 år;9;10;1
2018;3804 Sandefjord;65 år;13;19;6
2018;3804 Sandefjord;66 år;14;14;0
2018;3804 Sandefjord;67 år;10;7;-3
2018;3804 Sandefjord;68 år;6;15;9
2018;3804 Sandefjord;69 år;9;9;0
2018;3804 Sandefjord;70 år;6;9;3
2018;3805 Larvik;0 år;10;28;18
2018;3805 Larvik;1 år;30;51;21
2018;3805 Larvik;2 år;23;45;22
2018;3805 Larvik;3 år;20;33;13
2018;3805 Larvik;4 år;17;30;13
2018;3805 Larvik;5 år;26;24;-2
2018;3805 Larvik;6 år;22;30;8
2018;3805 Larvik;7 år;11;7;-4
2018;3805 Larvik;8 år;17;12;-5
2018;3805 Larvik;9 år;16;18;2
2018;3805 Larvik;10 år;14;23;9
2018;3805 Larvik;11 år;8;10;2
2018;3805 Larvik;12 år;8;12;4
2018;3805 Larvik;13 år;9;13;4
2018;3805 Larvik;14 år;13;9;-4
2018;3805 Larvik;15 år;10;12;2
2018;3805 Larvik;16 år;14;20;6
2018;3805 Larvik;17 år;9;29;20
2018;3805 Larvik;18 år;18;22;4
2018;3805 Larvik;19 år;66;32;-34
2018;3805 Larvik;20 år;82;51;-31
2018;3805 Larvik;21 år;94;72;-22
2018;3805 Larvik;22 år;90;93;3
2018;3805 Larvik;23 år;82;91;9
2018;3805 Larvik;24 år;93;103;10
2018;3805 Larvik;25 år;101;76;-25
2018;3805 Larvik;26 år;67;88;21
2018;3805 Larvik;27 år;84;113;29
2018;3805 Larvik;28 år;64;69;5
2018;3805 Larvik;29 år;49;78;29
2018;3805 Larvik;30 år;44;67;23
2018;3805 Larvik;31 år;37;51;14
2018;3805 Larvik;32 år;44;67;23
2018;3805 Larvik;33 år;44;48;4
2018;3805 Larvik;34 år;44;49;5
2018;3805 Larvik;35 år;25;34;9
2018;3805 Larvik;36 år;31;22;-9
2018;3805 Larvik;37 år;28;29;1
2018;3805 Larvik;38 år;17;28;11
2018;3805 Larvik;39 år;13;25;12
2018;3805 Larvik;40 år;17;20;3
2018;3805 Larvik;41 år;25;26;1
2018;3805 Larvik;42 år;12;17;5
2018;3805 Larvik;43 år;10;23;13
2018;3805 Larvik;44 år;17;23;6
2018;3805 Larvik;45 år;21;20;-1
2018;3805 Larvik;46 år;32;24;-8
2018;3805 Larvik;47 år;24;24;0
2018;3805 Larvik;48 år;15;11;-4
2018;3805 Larvik;49 år;13;16;3
2018;3805 Larvik;50 år;22;15;-7
2018;3805 Larvik;51 år;13;12;-1
2018;3805 Larvik;52 år;19;18;-1
2018;3805 Larvik;53 år;9;15;6
2018;3805 Larvik;54 år;10;15;5
2018;3805 Larvik;55 år;16;15;-1
2018;3805 Larvik;56 år;4;10;6
2018;3805 Larvik;57 år;16;21;5
2018;3805 Larvik;58 år;2;15;13
2018;3805 Larvik;59 år;9;12;3
2018;3805 Larvik;60 år;11;11;0
2018;3805 Larvik;61 år;8;7;-1
2018;3805 Larvik;62 år;8;7;-1
2018;3805 Larvik;63 år;8;14;6
2018;3805 Larvik;64 år;10;12;2
2018;3805 Larvik;65 år;9;18;9
2018;3805 Larvik;66 år;6;10;4
2018;3805 Larvik;67 år;9;10;1
2018;3805 Larvik;68 år;8;13;5
2018;3805 Larvik;69 år;2;8;6
2018;3805 Larvik;70 år;6;10;4
2018;3811 Færder;0 år;7;21;14
2018;3811 Færder;1 år;25;30;5
2018;3811 Færder;2 år;14;19;5
2018;3811 Færder;3 år;15;19;4
2018;3811 Færder;4 år;14;19;5
2018;3811 Færder;5 år;5;22;17
2018;3811 Færder;6 år;13;15;2
2018;3811 Færder;7 år;9;7;-2
2018;3811 Færder;8 år;5;15;10
2018;3811 Færder;9 år;5;6;1
2018;3811 Færder;10 år;8;8;0
2018;3811 Færder;11 år;4;6;2
2018;3811 Færder;12 år;4;12;8
2018;3811 Færder;13 år;7;11;4
2018;3811 Færder;14 år;10;15;5
2018;3811 Færder;15 år;9;14;5
2018;3811 Færder;16 år;23;17;-6
2018;3811 Færder;17 år;15;10;-5
2018;3811 Færder;18 år;30;32;2
2018;3811 Færder;19 år;45;19;-26
2018;3811 Færder;20 år;44;29;-15
2018;3811 Færder;21 år;78;48;-30
2018;3811 Færder;22 år;69;46;-23
2018;3811 Færder;23 år;65;54;-11
2018;3811 Færder;24 år;71;45;-26
2018;3811 Færder;25 år;78;49;-29
2018;3811 Færder;26 år;84;62;-22
2018;3811 Færder;27 år;46;62;16
2018;3811 Færder;28 år;62;50;-12
2018;3811 Færder;29 år;50;42;-8
2018;3811 Færder;30 år;45;51;6
2018;3811 Færder;31 år;33;36;3
2018;3811 Færder;32 år;31;29;-2
2018;3811 Færder;33 år;30;26;-4
2018;3811 Færder;34 år;24;33;9
2018;3811 Færder;35 år;21;25;4
2018;3811 Færder;36 år;19;32;13
2018;3811 Færder;37 år;15;27;12
2018;3811 Færder;38 år;15;17;2
2018;3811 Færder;39 år;21;17;-4
2018;3811 Færder;40 år;15;16;1
2018;3811 Færder;41 år;15;19;4
2018;3811 Færder;42 år;13;15;2
2018;3811 Færder;43 år;16;12;-4
2018;3811 Færder;44 år;23;25;2
2018;3811 Færder;45 år;11;11;0
2018;3811 Færder;46 år;12;9;-3
2018;3811 Færder;47 år;13;18;5
2018;3811 Færder;48 år;11;17;6
2018;3811 Færder;49 år;10;15;5
2018;3811 Færder;50 år;20;16;-4
2018;3811 Færder;51 år;16;22;6
2018;3811 Færder;52 år;27;16;-11
2018;3811 Færder;53 år;18;14;-4
2018;3811 Færder;54 år;11;6;-5
2018;3811 Færder;55 år;8;10;2
2018;3811 Færder;56 år;9;14;5
2018;3811 Færder;57 år;18;15;-3
2018;3811 Færder;58 år;10;17;7
2018;3811 Færder;59 år;9;6;-3
2018;3811 Færder;60 år;13;13;0
2018;3811 Færder;61 år;4;10;6
2018;3811 Færder;62 år;10;8;-2
2018;3811 Færder;63 år;8;8;0
2018;3811 Færder;64 år;11;20;9
2018;3811 Færder;65 år;8;11;3
2018;3811 Færder;66 år;18;11;-7
2018;3811 Færder;67 år;7;9;2
2018;3811 Færder;68 år;6;6;0
2018;3811 Færder;69 år;6;13;7
2018;3811 Færder;70 år;3;7;4
2019;3811 Færder;0 år;11;16;5
2019;3811 Færder;1 år;18;26;8
2019;3811 Færder;2 år;7;22;15
2019;3811 Færder;3 år;13;31;18
2019;3811 Færder;4 år;7;15;8
2019;3811 Færder;5 år;11;16;5
2019;3811 Færder;6 år;8;15;7
2019;3811 Færder;7 år;9;9;0
2019;3811 Færder;8 år;9;15;6
2019;3811 Færder;9 år;10;16;6
2019;3811 Færder;10 år;4;12;8
2019;3811 Færder;11 år;13;11;-2
2019;3811 Færder;12 år;9;11;2
2019;3811 Færder;13 år;9;13;4
2019;3811 Færder;14 år;10;13;3
2019;3811 Færder;15 år;14;11;-3
2019;3811 Færder;16 år;6;13;7
2019;3811 Færder;17 år;15;11;-4
2019;3811 Færder;18 år;17;23;6
2019;3811 Færder;19 år;47;38;-9
2019;3811 Færder;20 år;32;23;-9
2019;3811 Færder;21 år;60;27;-33
2019;3811 Færder;22 år;53;45;-8
2019;3811 Færder;23 år;58;47;-11
2019;3811 Færder;24 år;43;44;1
2019;3811 Færder;25 år;52;36;-16
2019;3811 Færder;26 år;72;30;-42
2019;3811 Færder;27 år;52;49;-3
2019;3811 Færder;28 år;56;43;-13
2019;3811 Færder;29 år;31;40;9
2019;3811 Færder;30 år;34;42;8
2019;3811 Færder;31 år;20;42;22
2019;3811 Færder;32 år;26;31;5
2019;3811 Færder;33 år;28;32;4
2019;3811 Færder;34 år;19;39;20
2019;3811 Færder;35 år;25;22;-3
2019;3811 Færder;36 år;16;24;8
2019;3811 Færder;37 år;16;19;3
2019;3811 Færder;38 år;14;16;2
2019;3811 Færder;39 år;10;22;12
2019;3811 Færder;40 år;12;16;4
2019;3811 Færder;41 år;14;28;14
2019;3811 Færder;42 år;12;17;5
2019;3811 Færder;43 år;18;16;-2
2019;3811 Færder;44 år;12;12;0
2019;3811 Færder;45 år;15;20;5
2019;3811 Færder;46 år;12;17;5
2019;3811 Færder;47 år;9;16;7
2019;3811 Færder;48 år;12;15;3
2019;3811 Færder;49 år;17;11;-6
2019;3811 Færder;50 år;12;14;2
2019;3811 Færder;51 år;16;14;-2
2019;3811 Færder;52 år;19;16;-3
2019;3811 Færder;53 år;24;13;-11
2019;3811 Færder;54 år;11;11;0
2019;3811 Færder;55 år;20;19;-1
2019;3811 Færder;56 år;15;11;-4
2019;3811 Færder;57 år;14;15;1
2019;3811 Færder;58 år;8;5;-3
2019;3811 Færder;59 år;12;25;13
2019;3811 Færder;60 år;8;15;7
2019;3811 Færder;61 år;11;15;4
2019;3811 Færder;62 år;12;11;-1
2019;3811 Færder;63 år;10;11;1
2019;3811 Færder;64 år;12;7;-5
2019;3811 Færder;65 år;10;9;-1
2019;3811 Færder;66 år;6;9;3
2019;3811 Færder;67 år;9;12;3
2019;3811 Færder;68 år;6;7;1
2019;3811 Færder;69 år;7;8;1
2019;3811 Færder;70 år;8;12;4
2019;3805 Larvik;0 år;10;16;6
2019;3805 Larvik;1 år;19;32;13
2019;3805 Larvik;2 år;24;35;11
2019;3805 Larvik;3 år;27;31;4
2019;3805 Larvik;4 år;18;20;2
2019;3805 Larvik;5 år;18;25;7
2019;3805 Larvik;6 år;19;18;-1
2019;3805 Larvik;7 år;13;18;5
2019;3805 Larvik;8 år;9;5;-4
2019;3805 Larvik;9 år;13;19;6
2019;3805 Larvik;10 år;6;8;2
2019;3805 Larvik;11 år;16;14;-2
2019;3805 Larvik;12 år;6;17;11
2019;3805 Larvik;13 år;8;20;12
2019;3805 Larvik;14 år;11;13;2
2019;3805 Larvik;15 år;15;13;-2
2019;3805 Larvik;16 år;6;23;17
2019;3805 Larvik;17 år;16;19;3
2019;3805 Larvik;18 år;19;20;1
2019;3805 Larvik;19 år;70;33;-37
2019;3805 Larvik;20 år;83;46;-37
2019;3805 Larvik;21 år;75;60;-15
2019;3805 Larvik;22 år;94;67;-27
2019;3805 Larvik;23 år;84;76;-8
2019;3805 Larvik;24 år;83;62;-21
2019;3805 Larvik;25 år;109;61;-48
2019;3805 Larvik;26 år;83;53;-30
2019;3805 Larvik;27 år;75;52;-23
2019;3805 Larvik;28 år;83;69;-14
2019;3805 Larvik;29 år;62;59;-3
2019;3805 Larvik;30 år;62;63;1
2019;3805 Larvik;31 år;46;44;-2
2019;3805 Larvik;32 år;30;55;25
2019;3805 Larvik;33 år;32;50;18
2019;3805 Larvik;34 år;38;42;4
2019;3805 Larvik;35 år;25;37;12
2019;3805 Larvik;36 år;19;28;9
2019;3805 Larvik;37 år;16;31;15
2019;3805 Larvik;38 år;10;26;16
2019;3805 Larvik;39 år;14;19;5
2019;3805 Larvik;40 år;23;21;-2
2019;3805 Larvik;41 år;11;25;14
2019;3805 Larvik;42 år;21;17;-4
2019;3805 Larvik;43 år;14;22;8
2019;3805 Larvik;44 år;24;21;-3
2019;3805 Larvik;45 år;9;12;3
2019;3805 Larvik;46 år;25;20;-5
2019;3805 Larvik;47 år;12;22;10
2019;3805 Larvik;48 år;16;24;8
2019;3805 Larvik;49 år;9;19;10
2019;3805 Larvik;50 år;11;29;18
2019;3805 Larvik;51 år;10;13;3
2019;3805 Larvik;52 år;8;12;4
2019;3805 Larvik;53 år;12;17;5
2019;3805 Larvik;54 år;15;11;-4
2019;3805 Larvik;55 år;14;15;1
2019;3805 Larvik;56 år;18;13;-5
2019;3805 Larvik;57 år;12;15;3
2019;3805 Larvik;58 år;7;12;5
2019;3805 Larvik;59 år;6;9;3
2019;3805 Larvik;60 år;9;11;2
2019;3805 Larvik;61 år;17;11;-6
2019;3805 Larvik;62 år;8;14;6
2019;3805 Larvik;63 år;8;12;4
2019;3805 Larvik;64 år;7;14;7
2019;3805 Larvik;65 år;9;17;8
2019;3805 Larvik;66 år;16;12;-4
2019;3805 Larvik;67 år;13;19;6
2019;3805 Larvik;68 år;8;9;1
2019;3805 Larvik;69 år;8;5;-3
2019;3805 Larvik;70 år;9;7;-2
2019;3804 Sandefjord;0 år;13;32;19
2019;3804 Sandefjord;1 år;28;66;38
2019;3804 Sandefjord;2 år;22;50;28
2019;3804 Sandefjord;3 år;25;52;27
2019;3804 Sandefjord;4 år;22;33;11
2019;3804 Sandefjord;5 år;20;40;20
2019;3804 Sandefjord;6 år;23;41;18
2019;3804 Sandefjord;7 år;13;28;15
2019;3804 Sandefjord;8 år;12;32;20
2019;3804 Sandefjord;9 år;14;26;12
2019;3804 Sandefjord;10 år;13;25;12
2019;3804 Sandefjord;11 år;15;22;7
2019;3804 Sandefjord;12 år;17;25;8
2019;3804 Sandefjord;13 år;25;15;-10
2019;3804 Sandefjord;14 år;12;26;14
2019;3804 Sandefjord;15 år;16;23;7
2019;3804 Sandefjord;16 år;15;27;12
2019;3804 Sandefjord;17 år;21;31;10
2019;3804 Sandefjord;18 år;27;43;16
2019;3804 Sandefjord;19 år;104;62;-42
2019;3804 Sandefjord;20 år;159;80;-79
2019;3804 Sandefjord;21 år;202;99;-103
2019;3804 Sandefjord;22 år;158;90;-68
2019;3804 Sandefjord;23 år;151;133;-18
2019;3804 Sandefjord;24 år;127;93;-34
2019;3804 Sandefjord;25 år;117;104;-13
2019;3804 Sandefjord;26 år;106;113;7
2019;3804 Sandefjord;27 år;98;90;-8
2019;3804 Sandefjord;28 år;80;101;21
2019;3804 Sandefjord;29 år;77;99;22
2019;3804 Sandefjord;30 år;73;97;24
2019;3804 Sandefjord;31 år;50;85;35
2019;3804 Sandefjord;32 år;52;60;8
2019;3804 Sandefjord;33 år;53;97;44
2019;3804 Sandefjord;34 år;49;70;21
2019;3804 Sandefjord;35 år;36;56;20
2019;3804 Sandefjord;36 år;34;60;26
2019;3804 Sandefjord;37 år;37;71;34
2019;3804 Sandefjord;38 år;26;46;20
2019;3804 Sandefjord;39 år;36;42;6
2019;3804 Sandefjord;40 år;23;36;13
2019;3804 Sandefjord;41 år;31;30;-1
2019;3804 Sandefjord;42 år;20;41;21
2019;3804 Sandefjord;43 år;25;26;1
2019;3804 Sandefjord;44 år;22;32;10
2019;3804 Sandefjord;45 år;22;25;3
2019;3804 Sandefjord;46 år;18;32;14
2019;3804 Sandefjord;47 år;22;33;11
2019;3804 Sandefjord;48 år;16;33;17
2019;3804 Sandefjord;49 år;21;32;11
2019;3804 Sandefjord;50 år;24;20;-4
2019;3804 Sandefjord;51 år;20;28;8
2019;3804 Sandefjord;52 år;18;24;6
2019;3804 Sandefjord;53 år;19;22;3
2019;3804 Sandefjord;54 år;19;22;3
2019;3804 Sandefjord;55 år;22;26;4
2019;3804 Sandefjord;56 år;21;30;9
2019;3804 Sandefjord;57 år;8;25;17
2019;3804 Sandefjord;58 år;14;20;6
2019;3804 Sandefjord;59 år;15;15;0
2019;3804 Sandefjord;60 år;11;11;0
2019;3804 Sandefjord;61 år;18;16;-2
2019;3804 Sandefjord;62 år;10;18;8
2019;3804 Sandefjord;63 år;7;13;6
2019;3804 Sandefjord;64 år;15;21;6
2019;3804 Sandefjord;65 år;15;13;-2
2019;3804 Sandefjord;66 år;7;17;10
2019;3804 Sandefjord;67 år;12;17;5
2019;3804 Sandefjord;68 år;8;11;3
2019;3804 Sandefjord;69 år;5;10;5
2019;3804 Sandefjord;70 år;5;10;5
2019;3803 Tønsberg;0 år;25;33;8
2019;3803 Tønsberg;1 år;32;47;15
2019;3803 Tønsberg;2 år;35;40;5
2019;3803 Tønsberg;3 år;27;39;12
2019;3803 Tønsberg;4 år;33;35;2
2019;3803 Tønsberg;5 år;23;32;9
2019;3803 Tønsberg;6 år;23;27;4
2019;3803 Tønsberg;7 år;20;14;-6
2019;3803 Tønsberg;8 år;16;15;-1
2019;3803 Tønsberg;9 år;23;24;1
2019;3803 Tønsberg;10 år;10;20;10
2019;3803 Tønsberg;11 år;13;24;11
2019;3803 Tønsberg;12 år;17;14;-3
2019;3803 Tønsberg;13 år;16;26;10
2019;3803 Tønsberg;14 år;16;20;4
2019;3803 Tønsberg;15 år;15;21;6
2019;3803 Tønsberg;16 år;19;19;0
2019;3803 Tønsberg;17 år;20;31;11
2019;3803 Tønsberg;18 år;34;37;3
2019;3803 Tønsberg;19 år;76;60;-16
2019;3803 Tønsberg;20 år;82;62;-20
2019;3803 Tønsberg;21 år;108;112;4
2019;3803 Tønsberg;22 år;92;77;-15
2019;3803 Tønsberg;23 år;105;99;-6
2019;3803 Tønsberg;24 år;112;102;-10
2019;3803 Tønsberg;25 år;105;85;-20
2019;3803 Tønsberg;26 år;124;115;-9
2019;3803 Tønsberg;27 år;84;92;8
2019;3803 Tønsberg;28 år;102;98;-4
2019;3803 Tønsberg;29 år;83;94;11
2019;3803 Tønsberg;30 år;79;83;4
2019;3803 Tønsberg;31 år;68;56;-12
2019;3803 Tønsberg;32 år;55;77;22
2019;3803 Tønsberg;33 år;65;85;20
2019;3803 Tønsberg;34 år;57;58;1
2019;3803 Tønsberg;35 år;35;62;27
2019;3803 Tønsberg;36 år;47;50;3
2019;3803 Tønsberg;37 år;33;54;21
2019;3803 Tønsberg;38 år;36;57;21
2019;3803 Tønsberg;39 år;27;38;11
2019;3803 Tønsberg;40 år;41;44;3
2019;3803 Tønsberg;41 år;25;41;16
2019;3803 Tønsberg;42 år;20;33;13
