Arealregnskap[Kommune],Arealregnskap[Arealformålsgruppe],Arealregnskap[Planreservekategori],Arealregnskap[Arealtype],[Dekar]
Holmestrand,09 Idrettsanlegg,Antatt planreserve,Ferskvann,0.6974498208673927
Holmestrand,09 Idrettsanlegg,Antatt planreserve,Fulldyrka jord,459.9662745365448
Holmestrand,09 Idrettsanlegg,Antatt planreserve,Innmarksbeite,8.137589165271043
Holmestrand,09 Idrettsanlegg,Antatt planreserve,Myr,3.2644943308608654
Holmestrand,09 Idrettsanlegg,Antatt planreserve,Skog,431.0792879697779
Holmestrand,09 Idrettsanlegg,Antatt planreserve,Åpen fastmark,140.34574382496567
Holmestrand,09 Idrettsanlegg,Planlagt og i bruk,Bebygd,113.63305202469236
Holmestrand,09 Idrettsanlegg,Planlagt og i bruk,Ferskvann,40.72949861711579
Holmestrand,09 Idrettsanlegg,Planlagt og i bruk,Fulldyrka jord,88.09738697081104
Holmestrand,09 Idrettsanlegg,Planlagt og i bruk,Innmarksbeite,26.97275043556472
Holmestrand,09 Idrettsanlegg,Planlagt og i bruk,Myr,15.882293892959831
Holmestrand,09 Idrettsanlegg,Planlagt og i bruk,Samferdsel,49.49763549965784
Holmestrand,09 Idrettsanlegg,Planlagt og i bruk,Skog,128.47901830746082
Holmestrand,09 Idrettsanlegg,Planlagt og i bruk,Åpen fastmark,924.285979252704
Holmestrand,10 Andre formål,Planlagt og i bruk,Bebygd,301.6951963798711
Holmestrand,10 Andre formål,Planlagt og i bruk,Ferskvann,0.6607060224155097
Holmestrand,10 Andre formål,Planlagt og i bruk,Fulldyrka jord,25.620710380834634
Holmestrand,10 Andre formål,Planlagt og i bruk,Hav,3.9177836138326776
Holmestrand,10 Andre formål,Planlagt og i bruk,Innmarksbeite,0.38915762231533496
Holmestrand,10 Andre formål,Planlagt og i bruk,Myr,0.813561133316864
Holmestrand,10 Andre formål,Planlagt og i bruk,Overflatedyrka jord,1.0959833632013956
Holmestrand,10 Andre formål,Planlagt og i bruk,Samferdsel,25.442313116314175
Holmestrand,10 Andre formål,Planlagt og i bruk,Skog,104.3775612614086
Holmestrand,10 Andre formål,Planlagt og i bruk,Åpen fastmark,90.87551897958953
Holmestrand,11 Samferdselsanlegg,Antatt planreserve,Bebygd,2.2423847320341794
Holmestrand,11 Samferdselsanlegg,Antatt planreserve,Ferskvann,0.05652421217029912
Holmestrand,11 Samferdselsanlegg,Antatt planreserve,Fulldyrka jord,31.690407646212076
Holmestrand,11 Samferdselsanlegg,Antatt planreserve,Hav,3.724758234191326
Holmestrand,11 Samferdselsanlegg,Antatt planreserve,Innmarksbeite,3.5031890635985667
Holmestrand,11 Samferdselsanlegg,Antatt planreserve,Overflatedyrka jord,0.7681675942990199
Holmestrand,11 Samferdselsanlegg,Antatt planreserve,Skog,107.41862447255052
Holmestrand,11 Samferdselsanlegg,Antatt planreserve,Åpen fastmark,47.58301342068551
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Bebygd,427.91121743263915
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Ferskvann,1.3481204737247616
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Fulldyrka jord,157.33050525387355
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Hav,5.733642621395848
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Innmarksbeite,10.11821937987502
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Myr,0.8468362012353561
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Overflatedyrka jord,0.45892598525211725
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Samferdsel,2052.296959919175
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Skog,315.12739153546045
Holmestrand,11 Samferdselsanlegg,Planlagt og i bruk,Åpen fastmark,568.9932767492752
Holmestrand,12 Blå/grønnstruktur,Planlagt og i bruk,Bebygd,833.8366044474782
Holmestrand,12 Blå/grønnstruktur,Planlagt og i bruk,Ferskvann,36.008609976241914
Holmestrand,12 Blå/grønnstruktur,Planlagt og i bruk,Fulldyrka jord,62.61352624995416
Holmestrand,12 Blå/grønnstruktur,Planlagt og i bruk,Hav,15.282200338860212
Holmestrand,12 Blå/grønnstruktur,Planlagt og i bruk,Innmarksbeite,12.06332724386841
Holmestrand,12 Blå/grønnstruktur,Planlagt og i bruk,Overflatedyrka jord,1.5075190184267129
Holmestrand,12 Blå/grønnstruktur,Planlagt og i bruk,Samferdsel,127.82598779597535
Holmestrand,12 Blå/grønnstruktur,Planlagt og i bruk,Skog,1884.8697231583153
Holmestrand,12 Blå/grønnstruktur,Planlagt og i bruk,Åpen fastmark,321.26473206664195
Holmestrand,14 LNFR,Planlagt og i bruk,Bebygd,5589.012863569386
Holmestrand,14 LNFR,Planlagt og i bruk,Ferskvann,8.885126203041917
Holmestrand,14 LNFR,Planlagt og i bruk,Fulldyrka jord,58626.21141212457
Holmestrand,14 LNFR,Planlagt og i bruk,Innmarksbeite,2591.7574833912568
Holmestrand,14 LNFR,Planlagt og i bruk,Myr,5463.509299963098
Holmestrand,14 LNFR,Planlagt og i bruk,Overflatedyrka jord,272.7415334584486
Holmestrand,14 LNFR,Planlagt og i bruk,Samferdsel,6135.223980069558
Holmestrand,14 LNFR,Planlagt og i bruk,Skog,289291.91679444566
Holmestrand,14 LNFR,Planlagt og i bruk,Åpen fastmark,3542.7802511986165
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Bebygd,642.5102238583924
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Ferskvann,33.21595747150265
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Fulldyrka jord,3854.800237755683
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Hav,0.18999227104269037
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Innmarksbeite,155.84226133787163
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Myr,55.40305358543729
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Overflatedyrka jord,27.032262365763042
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Samferdsel,347.1827034750884
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Skog,5783.492402359111
Holmestrand,15 LNFR spredt,Planlagt og i bruk,Åpen fastmark,155.09298663680764
Holmestrand,16 Havner og småbåthavner,Planlagt og i bruk,Bebygd,13.016860607424869
Holmestrand,16 Havner og småbåthavner,Planlagt og i bruk,Ferskvann,20.359830896612536
Holmestrand,16 Havner og småbåthavner,Planlagt og i bruk,Hav,664.4241142960184
Holmestrand,16 Havner og småbåthavner,Planlagt og i bruk,Samferdsel,17.86592104107135
Holmestrand,16 Havner og småbåthavner,Planlagt og i bruk,Skog,0.8447300788552684
Holmestrand,16 Havner og småbåthavner,Planlagt og i bruk,Åpen fastmark,8.18988062423002
Holmestrand,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Bebygd,24.129665853291552
Holmestrand,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Ferskvann,21973.786748021394
Holmestrand,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Fulldyrka jord,0.21935237067456947
Holmestrand,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Hav,54186.662036582224
Holmestrand,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Myr,1.9369450141611746
Holmestrand,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Overflatedyrka jord,0.04815214017861982
Holmestrand,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Samferdsel,2.8360993358466158
Holmestrand,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Skog,33.20064850234707
Holmestrand,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Åpen fastmark,9.839645396443565
Holmestrand,18 Akvakultur,Planlagt og i bruk,Ferskvann,2.6232999739791323
Holmestrand,18 Akvakultur,Planlagt og i bruk,Fulldyrka jord,0.07484003270449584
Holmestrand,18 Akvakultur,Planlagt og i bruk,Skog,1.5573549948939274
Holmestrand,19 Udefinert,Planlagt og i bruk,Bebygd,52.429597152329
Holmestrand,19 Udefinert,Planlagt og i bruk,Ferskvann,4.553224922732082
Holmestrand,19 Udefinert,Planlagt og i bruk,Fulldyrka jord,160.80702258457504
Holmestrand,19 Udefinert,Planlagt og i bruk,Hav,0.014480731118696528
Holmestrand,19 Udefinert,Planlagt og i bruk,Innmarksbeite,46.44788231484691
Holmestrand,19 Udefinert,Planlagt og i bruk,Samferdsel,19.397548928256175
Holmestrand,19 Udefinert,Planlagt og i bruk,Skog,212.97084199928017
Holmestrand,19 Udefinert,Planlagt og i bruk,Åpen fastmark,36.359711352287334
Horten,01 Bolig eller sentrumsformål,Antatt planreserve,Bebygd,2.4328756308354333
Horten,01 Bolig eller sentrumsformål,Antatt planreserve,Ferskvann,0.5189598889218962
Horten,01 Bolig eller sentrumsformål,Antatt planreserve,Fulldyrka jord,34.96687054340373
Horten,01 Bolig eller sentrumsformål,Antatt planreserve,Hav,0.016467252844780237
Horten,01 Bolig eller sentrumsformål,Antatt planreserve,Overflatedyrka jord,0.3108188975805748
Horten,01 Bolig eller sentrumsformål,Antatt planreserve,Samferdsel,0.01325034763933239
Horten,01 Bolig eller sentrumsformål,Antatt planreserve,Skog,757.0416217452316
Horten,01 Bolig eller sentrumsformål,Antatt planreserve,Åpen fastmark,30.178198899816014
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Bebygd,5668.5704495904465
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Ferskvann,0.47150016094540936
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Fulldyrka jord,28.845732719137086
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Hav,0.22085181295931586
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Innmarksbeite,3.342331223517914
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Myr,0.1728332779379752
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Overflatedyrka jord,0.2652870228301317
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Samferdsel,588.8475339188653
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Skog,208.23941354462664
Horten,01 Bolig eller sentrumsformål,Planlagt og i bruk,Åpen fastmark,38.650413177569106
Horten,02 Fritidsbebyggelse,Antatt planreserve,Bebygd,0.04606103516043441
Horten,02 Fritidsbebyggelse,Antatt planreserve,Fulldyrka jord,0.3464918947496671
Horten,02 Fritidsbebyggelse,Antatt planreserve,Hav,0.13084941821399249
Horten,02 Fritidsbebyggelse,Antatt planreserve,Skog,65.68893183053542
Horten,02 Fritidsbebyggelse,Antatt planreserve,Åpen fastmark,5.250190278427601
Horten,02 Fritidsbebyggelse,Planlagt og i bruk,Bebygd,241.10818386486372
Horten,02 Fritidsbebyggelse,Planlagt og i bruk,Ferskvann,0.35831853389922597
Horten,02 Fritidsbebyggelse,Planlagt og i bruk,Fulldyrka jord,3.987167006443101
Horten,02 Fritidsbebyggelse,Planlagt og i bruk,Hav,0.27265149862337223
Horten,02 Fritidsbebyggelse,Planlagt og i bruk,Innmarksbeite,0.16757748327395602
Horten,02 Fritidsbebyggelse,Planlagt og i bruk,Samferdsel,26.898818420325686
Horten,02 Fritidsbebyggelse,Planlagt og i bruk,Skog,100.96361325483814
Horten,02 Fritidsbebyggelse,Planlagt og i bruk,Åpen fastmark,11.538013816674454
Horten,03 Tjenesteyting,Antatt planreserve,Bebygd,2.2737032109569686
Horten,03 Tjenesteyting,Antatt planreserve,Ferskvann,0.1918783154321168
Horten,03 Tjenesteyting,Antatt planreserve,Fulldyrka jord,51.82800683169417
Horten,03 Tjenesteyting,Antatt planreserve,Hav,1.1607540047235159
Horten,03 Tjenesteyting,Antatt planreserve,Innmarksbeite,4.744336641301311
Horten,03 Tjenesteyting,Antatt planreserve,Myr,0.22440522094020698
Horten,03 Tjenesteyting,Antatt planreserve,Samferdsel,0.05760271947150939
Horten,03 Tjenesteyting,Antatt planreserve,Skog,71.41090732236309
Horten,03 Tjenesteyting,Antatt planreserve,Åpen fastmark,54.798529522413
Horten,03 Tjenesteyting,Planlagt og i bruk,Bebygd,619.6934206627282
Horten,03 Tjenesteyting,Planlagt og i bruk,Ferskvann,0.0273837946179646
Horten,03 Tjenesteyting,Planlagt og i bruk,Fulldyrka jord,8.355253194884938
Horten,03 Tjenesteyting,Planlagt og i bruk,Hav,1.8209246659956067
Horten,03 Tjenesteyting,Planlagt og i bruk,Innmarksbeite,2.1750624106161967
Horten,03 Tjenesteyting,Planlagt og i bruk,Myr,0.3760394453537262
Horten,03 Tjenesteyting,Planlagt og i bruk,Samferdsel,90.57508515946867
Horten,03 Tjenesteyting,Planlagt og i bruk,Skog,40.22282160716101
Horten,03 Tjenesteyting,Planlagt og i bruk,Åpen fastmark,60.149210494934216
Horten,04 Handel,Planlagt og i bruk,Bebygd,33.31319570233124
Horten,04 Handel,Planlagt og i bruk,Fulldyrka jord,0.4858672735221326
Horten,04 Handel,Planlagt og i bruk,Samferdsel,3.829420446323787
Horten,04 Handel,Planlagt og i bruk,Skog,0.0067157793292289564
Horten,04 Handel,Planlagt og i bruk,Åpen fastmark,0.10217150770534042
Horten,05 Turistformål,Planlagt og i bruk,Bebygd,45.65968842412363
Horten,05 Turistformål,Planlagt og i bruk,Hav,0.11236277827936353
Horten,05 Turistformål,Planlagt og i bruk,Samferdsel,16.993400514929302
Horten,05 Turistformål,Planlagt og i bruk,Skog,20.726462224096917
Horten,05 Turistformål,Planlagt og i bruk,Åpen fastmark,30.42029214634924
Horten,06 Næringsvirksomhet,Antatt planreserve,Bebygd,21.13356263032491
Horten,06 Næringsvirksomhet,Antatt planreserve,Fulldyrka jord,13.31208620634046
Horten,06 Næringsvirksomhet,Antatt planreserve,Samferdsel,0.506984470757379
Horten,06 Næringsvirksomhet,Antatt planreserve,Skog,98.70306885587857
Horten,06 Næringsvirksomhet,Antatt planreserve,Åpen fastmark,51.32703129438755
Horten,06 Næringsvirksomhet,Planlagt og i bruk,Bebygd,642.5300582402897
Horten,06 Næringsvirksomhet,Planlagt og i bruk,Ferskvann,0.24796889783098566
Horten,06 Næringsvirksomhet,Planlagt og i bruk,Fulldyrka jord,1.0664508875300984
Horten,06 Næringsvirksomhet,Planlagt og i bruk,Hav,0.7900466580143528
Horten,06 Næringsvirksomhet,Planlagt og i bruk,Samferdsel,68.99587040201818
Horten,06 Næringsvirksomhet,Planlagt og i bruk,Skog,10.913718326280717
Horten,06 Næringsvirksomhet,Planlagt og i bruk,Åpen fastmark,27.585131001868973
Horten,07 Råstoffutvinning,Antatt planreserve,Ferskvann,0.23623543279159753
Horten,07 Råstoffutvinning,Antatt planreserve,Skog,9.219927154578222
Horten,07 Råstoffutvinning,Planlagt og i bruk,Bebygd,54.89468062396332
Horten,07 Råstoffutvinning,Planlagt og i bruk,Samferdsel,0.5249601304403423
Horten,07 Råstoffutvinning,Planlagt og i bruk,Skog,0.4457550117338812
Horten,07 Råstoffutvinning,Planlagt og i bruk,Åpen fastmark,0.15320162036779328
Horten,08 Kombinerte formål,Antatt planreserve,Ferskvann,0.23014414999865793
Horten,08 Kombinerte formål,Antatt planreserve,Hav,0.6976007137997382
Horten,08 Kombinerte formål,Antatt planreserve,Samferdsel,0.2283759791277823
Horten,08 Kombinerte formål,Antatt planreserve,Skog,243.52831429940449
Horten,08 Kombinerte formål,Antatt planreserve,Åpen fastmark,41.09831864984873
Horten,08 Kombinerte formål,Planlagt og i bruk,Bebygd,534.0649443895397
Horten,08 Kombinerte formål,Planlagt og i bruk,Ferskvann,0.6499487499915912
Horten,08 Kombinerte formål,Planlagt og i bruk,Fulldyrka jord,2.20556671149228
Horten,08 Kombinerte formål,Planlagt og i bruk,Hav,0.2534979798346779
Horten,08 Kombinerte formål,Planlagt og i bruk,Innmarksbeite,0.0068174924964053115
Horten,08 Kombinerte formål,Planlagt og i bruk,Samferdsel,87.21432829341529
Horten,08 Kombinerte formål,Planlagt og i bruk,Skog,13.452010615490284
Horten,08 Kombinerte formål,Planlagt og i bruk,Åpen fastmark,15.065939673683589
Horten,09 Idrettsanlegg,Antatt planreserve,Bebygd,0.019330765985494734
Horten,09 Idrettsanlegg,Antatt planreserve,Ferskvann,0.12739285650992618
Horten,09 Idrettsanlegg,Antatt planreserve,Fulldyrka jord,25.404825966805355
Horten,09 Idrettsanlegg,Antatt planreserve,Overflatedyrka jord,6.790178032289185
Horten,09 Idrettsanlegg,Antatt planreserve,Skog,124.99595180474029
Horten,09 Idrettsanlegg,Antatt planreserve,Åpen fastmark,22.986334717650255
Horten,09 Idrettsanlegg,Planlagt og i bruk,Bebygd,133.89821492590846
Horten,09 Idrettsanlegg,Planlagt og i bruk,Ferskvann,13.598960983455722
Horten,09 Idrettsanlegg,Planlagt og i bruk,Fulldyrka jord,135.95941501024026
Horten,09 Idrettsanlegg,Planlagt og i bruk,Hav,0.046129511452735104
Horten,09 Idrettsanlegg,Planlagt og i bruk,Myr,0.19156570283668542
Horten,09 Idrettsanlegg,Planlagt og i bruk,Overflatedyrka jord,22.01575784590795
Horten,09 Idrettsanlegg,Planlagt og i bruk,Samferdsel,16.968777896059688
Horten,09 Idrettsanlegg,Planlagt og i bruk,Skog,74.59806366363212
Horten,09 Idrettsanlegg,Planlagt og i bruk,Åpen fastmark,490.4731226337812
Horten,10 Andre formål,Planlagt og i bruk,Bebygd,224.58837594619462
Horten,10 Andre formål,Planlagt og i bruk,Ferskvann,3.8189551559398547
Horten,10 Andre formål,Planlagt og i bruk,Fulldyrka jord,82.4962661380044
Horten,10 Andre formål,Planlagt og i bruk,Hav,0.07631668160438769
Horten,10 Andre formål,Planlagt og i bruk,Innmarksbeite,0.036784078222074815
Horten,10 Andre formål,Planlagt og i bruk,Samferdsel,17.125171876484558
Horten,10 Andre formål,Planlagt og i bruk,Skog,44.93548496896766
Horten,10 Andre formål,Planlagt og i bruk,Åpen fastmark,118.43380503959057
Horten,11 Samferdselsanlegg,Antatt planreserve,Bebygd,1.808708252824989
Horten,11 Samferdselsanlegg,Antatt planreserve,Fulldyrka jord,48.41290361772789
Horten,11 Samferdselsanlegg,Antatt planreserve,Myr,0.2035834971394745
Horten,11 Samferdselsanlegg,Antatt planreserve,Overflatedyrka jord,0.049301348766758214
Horten,11 Samferdselsanlegg,Antatt planreserve,Samferdsel,2.0133113568513985
Horten,11 Samferdselsanlegg,Antatt planreserve,Skog,38.4653444123382
Horten,11 Samferdselsanlegg,Antatt planreserve,Åpen fastmark,79.55077917368894
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Bebygd,384.76681668017335
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Ferskvann,4.140543167685708
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Fulldyrka jord,56.2648861456477
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Hav,0.04959067092929322
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Innmarksbeite,2.595805135222114
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Myr,1.957638767417472
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Overflatedyrka jord,1.5331460616852717
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Samferdsel,1853.5268358799008
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Skog,252.03673355794695
Horten,11 Samferdselsanlegg,Planlagt og i bruk,Åpen fastmark,671.5011232275311
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Bebygd,494.91360596064004
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Ferskvann,5.035673996060665
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Fulldyrka jord,12.299799632653382
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Hav,34.94343903836576
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Innmarksbeite,0.06319983493596922
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Myr,50.77738087183873
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Overflatedyrka jord,1.5324198563606835
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Samferdsel,158.66193448353474
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Skog,1214.181401106214
Horten,12 Blå/grønnstruktur,Planlagt og i bruk,Åpen fastmark,543.6435001507157
Horten,13 Forsvaret,Planlagt og i bruk,Bebygd,109.34547532971727
Horten,13 Forsvaret,Planlagt og i bruk,Ferskvann,3.8438588320391682
Horten,13 Forsvaret,Planlagt og i bruk,Hav,2.0683620802191154
Horten,13 Forsvaret,Planlagt og i bruk,Samferdsel,49.29487951357273
Horten,13 Forsvaret,Planlagt og i bruk,Skog,1074.2385401080862
Horten,13 Forsvaret,Planlagt og i bruk,Åpen fastmark,79.85405149868608
Horten,14 LNFR,Planlagt og i bruk,Bebygd,1099.6658578672893
Horten,14 LNFR,Planlagt og i bruk,Ferskvann,12.368276391713277
Horten,14 LNFR,Planlagt og i bruk,Fulldyrka jord,19146.66934596473
Horten,14 LNFR,Planlagt og i bruk,Hav,21.286988021896036
Horten,14 LNFR,Planlagt og i bruk,Innmarksbeite,590.1658624601614
Horten,14 LNFR,Planlagt og i bruk,Myr,402.5632429614992
Horten,14 LNFR,Planlagt og i bruk,Overflatedyrka jord,45.500332586487595
Horten,14 LNFR,Planlagt og i bruk,Samferdsel,1007.235287427335
Horten,14 LNFR,Planlagt og i bruk,Skog,25193.25353637428
Horten,14 LNFR,Planlagt og i bruk,Åpen fastmark,1525.0385602558426
Horten,15 LNFR spredt,Planlagt og i bruk,Bebygd,49.862516294133
Horten,15 LNFR spredt,Planlagt og i bruk,Fulldyrka jord,1.6383535774526898
Horten,15 LNFR spredt,Planlagt og i bruk,Samferdsel,3.971140314631292
Horten,15 LNFR spredt,Planlagt og i bruk,Skog,10.267406369096811
Horten,15 LNFR spredt,Planlagt og i bruk,Åpen fastmark,18.82405732052528
Horten,16 Havner og småbåthavner,Planlagt og i bruk,Bebygd,14.371956289452438
Horten,16 Havner og småbåthavner,Planlagt og i bruk,Hav,364.604901916545
Horten,16 Havner og småbåthavner,Planlagt og i bruk,Samferdsel,47.80080679099179
Horten,16 Havner og småbåthavner,Planlagt og i bruk,Åpen fastmark,7.404863084224471
Horten,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Bebygd,0.8293512924465221
Horten,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Ferskvann,1948.9438296361734
Horten,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Hav,78664.20993038078
Horten,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Myr,0.08283578299477073
Horten,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Samferdsel,1.2752263550439877
Horten,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Skog,0.8783284017911162
Horten,"17 Sjø og vassdrag, flerbruk",Planlagt og i bruk,Åpen fastmark,24.301632752639602
Horten,19 Udefinert,Planlagt og i bruk,Bebygd,283.0892510539818
Horten,19 Udefinert,Planlagt og i bruk,Ferskvann,1.2230120294778084
Horten,19 Udefinert,Planlagt og i bruk,Fulldyrka jord,141.25958385532903
Horten,19 Udefinert,Planlagt og i bruk,Hav,2.6084359507493042
Horten,19 Udefinert,Planlagt og i bruk,Innmarksbeite,3.95398002315077
Horten,19 Udefinert,Planlagt og i bruk,Samferdsel,69.3701371085601
Horten,19 Udefinert,Planlagt og i bruk,Skog,78.95884404269891
Horten,19 Udefinert,Planlagt og i bruk,Åpen fastmark,20.12061986322714
Larvik,01 Bolig eller sentrumsformål,Antatt planreserve,Bebygd,6.288121795170007
Larvik,01 Bolig eller sentrumsformål,Antatt planreserve,Ferskvann,0.04567575677058252
Larvik,01 Bolig eller sentrumsformål,Antatt planreserve,Fulldyrka jord,63.308078048516755
Larvik,01 Bolig eller sentrumsformål,Antatt planreserve,Hav,0.3753435206514937
Larvik,01 Bolig eller sentrumsformål,Antatt planreserve,Innmarksbeite,1.210829630963388
Larvik,01 Bolig eller sentrumsformål,Antatt planreserve,Myr,0.9092260000102372
Larvik,01 Bolig eller sentrumsformål,Antatt planreserve,Skog,808.3946712224729
Larvik,01 Bolig eller sentrumsformål,Antatt planreserve,Åpen fastmark,92.89286262627647
Larvik,01 Bolig eller sentrumsformål,Planlagt og i bruk,Bebygd,10496.522155183897
